test	test	1
awesome cake!!! moist chocolaty easy as pie (so to speak!) i swapped lite sour cream for the full fat and it is just as rich. i also dust my bundt pan with cocoa which is a nice touch. i've made it with a tray of water in the bottom of the oven and without--without works better. the cake rises up like crazy when it bakes--my boyfriend and i like to watch it cook. it does fall back down to normal size. it's a bit hard to test for doneness with all the melted chocolate chips in it--every time i've baked it for an hour it's turned out perfect. i've made it with baileys and i've made it with kaluha. both are wonderful and get rave reviews. next i plan to make it with an orange liquor. yum diddlie umptious! it needs no glaze or icing--we love it just the way it is!	awesome cake !!! moist chocolaty easy as pie -lrb- so to speak ! -rrb- i swapped lite sour cream for the full fat and it is just as rich . i also dust my bundt pan with cocoa which is a nice touch . i 've made it wi th a tray of water in the bottom of the oven and without -- without works better . the cake rises up like crazy when it bakes -- my boyfriend and i like to watch it cook . it does fall back down to normal s ize . it 's a bit hard to test for doneness with all the melted chocolate chips in it -- every time i 've baked it for an hour it 's turned out perfect . i 've made it with baileys and i 've made it with kaluh a. both are wonderful and get rave reviews . next i plan to make it with an orange liquor . yum diddlie umptious ! it needs no glaze or icing -- we love it just the way it is !	1
This cake is incredible. I have tried for a very long time to find a recipe like this one. It is moist and full of flavour. The first time I baked this cake I followed the recipe exactly and the cake turned out wonderful. The second time I used milk instead of the liquer and topped it with a chocolate ganache glaze since I love a rich chocolate cake. This cake has made the Allrecipe website my favourite one.	this cake is incredible . i have tried for a very long time to find a recipe like this one . it is moist and full of flavour . the first time i baked this cake i followed the recipe exactly and the cake turned out wonderful . the second time i used milk instead of the liquer and topped it with a chocolate ganache glaze since i love a rich chocolate cake . this cake has made the allrecipe website my fav ourite one .	1
This cake was just okay for me. I'd say it definitely needs a frosting or a glaze to come close to the expectations raised by the recipe description and reviews. It really just tasted like a souped-up box cake... one with a little something added to it but a box cake nonetheless. I'd give it three stars but after all the ecstatic reviews I was pretty disappointed. I won't be making this again.	this cake was just okay for me . i 'd say it definitely needs a frosting or a glaze to come close to the expectations raised by the recipe description and reviews . it really just tasted like a souped-up box cake ... one with a little something added to it but a box cake nonetheless . i 'd give it three stars but after all the ecstatic reviews i was pretty disappointed . i wo n't be making this again .	1
My original review was 4 stars because I tried the cake only a few hours after baking.  The cake alone was OK but had a strong baking soda taste.  I used a can of dunkin hines vanilla frosting and with this the cake was good.  However, after mellowing in the fridge for a day or two this cake was insanely good!  As good as any store bought or boxed mix.  Bottom line:  Make the cake a day in advance and let it mellow in the fridge overnight.  I see no need to buy another boxed mix again.  Thanks for a great recipe.  Oh, and yes, after the water step it will be very soupy but it will turn out perfect :D	my original review was 4 stars because i tried the cake only a few hours after baking . the cake alone was ok but had a strong baking soda taste . i used a can of dunkin hines vanilla frosting and wit h this the cake was good . however , after mellowing in the fridge for a day or two this cake was insanely good ! as good as any store bought or boxed mix . bottom line : make the cake a day in advance and let it mellow in the fridge overnight . i see no need to buy another boxed mix again . thanks for a great recipe . oh , and yes , after the water step it will be very soupy but it will turn out per fect :d	1
"My grandma must've found this recipe a couple years ago, because that's when she gave it to my family. We love it! However, this recipe doesn't have absolutely PREFECT chocolate frosting that came with the one my grandma gave us, so I thought I'd help out a bit:
½ C Butter/ 
2/3 C Cocoa/ 
1 Tsp. Vanilla/ 
3 C Powdered Sugar/ 
1/3 C Milk - 
Melt butter, stir in cocoa. Alternately add sugar and milk, beating to spreading consistency. If necessary, thin with additional milk. Add vanilla. - There we go! I use this frosting recipe every time, and it's perfect for this cake. Hope I helped!!!"	my grandma must 've found this recipe a couple years ago , because that 's when she gave it to my family . we love it ! however , this recipe does n't have absolutely prefect chocolate frosting that came wit h the one my grandma gave us , so i thought i 'd help out a bit : 1/2 c butter / 2/3 c cocoa / 1 tsp . vanilla / 3 c powdered sugar / 1/3 c milk - melt butter , stir in cocoa . alternately add sugar and milk , beating to spreading consistency . if necessary , thin with additional milk . add vanilla . - there we go ! i use this frosting recipe every time , and it 's perfect for this cake . hope i helped !!!	1
"This cake will be printed out as my new basic chocolate cake. Everything about it was nice, I did add a teaspoon of instant coffee to the boiling water and the batter was thin. Baked up perfect - I did line the tin and use oil spray. Tastes better than some expensive box mixes. Wasn't overly moist either, just not dry at all. Thanks.
UPDATE: Up the amount of cocoa to 1 cup and make sure it's the best quality. I use a European brand. You can use melted butter if you run out of oil. You can use whipped cream, cocoa powder and icing sugar for a great icing."	this cake will be printed out as my new basic chocolate cake . everything about it was nice , i did add a teaspoon of instant coffee to the boiling water and the batter was thin . baked up perfect - i di d line the tin and use oil spray . tastes better than some expensive box mixes . was n't overly moist either , just not dry at all . thanks . update : up the amount of cocoa to 1 cup and make sure it 's the b est quality . i use a european brand . you can use melted butter if you run out of oil . you can use whipped cream , cocoa powder and icing sugar for a great icing .	1
This is the exact recipe that is on the back of the Hershey Cocoa can.  I have been using this same recipe for years! So much better than a box mix!	this is the exact recipe that is on the back of the hershey cocoa can . i have been using this same recipe for years ! so much better than a box mix !	1
Absolutely delicious and so EASY to make!  We made this for a birthday party just last weekend and made another one last night for ourselves.  Perfect with some whipped topping, we added a 1/2 cup of mini chocolate chips to make it even more chocolatey!  If you do this, make sure to sprinkle it on top of the batter AFTER you have poured it into the baking pan, let them just sit on the top.  Since the batter is thin, mixing them in will cause them to sink to the bottom and stick to the pan as you try to get the cake out.	absolutely delicious and so easy to make ! we made this for a birthday party just last weekend and made another one last night for ourselves . perfect with some whipped topping , we added a 1/2 cup of mini chocolate chips to make it even more chocolatey ! if you do this , make sure to sprinkle it on top of the batter after you have poured it into the baking pan , let them just sit on the top . since the batter is thin , mixing them in will cause them to sink to the bottom and stick to the pan as you try to get the cake out .	1
This is not a good cake to make a layer cake with.  It is delicious, but it is more of a pudding cake, or a spoon type cake.  It would NOT come out of the pans, even though the pans were well greased before hand.  This cake came out in chunks...the kids had a great time eating the scraps, but we had to start over for my daughter's birthday cake.	this is not a good cake to make a layer cake with . it is delicious , but it is more of a pudding cake , or a spoon type cake . it would not come out of the pans , even though the pans were well greased before hand . this cake came out in chunks ... the kids had a great time eating the scraps , but we had to start over for my daughter 's birthday cake .	1
"My mother-in-law is gluten and lactose intolerant, so I thought I'd give this a shot on her last visit.  Yum!  Very cakelike, good nutty texture and taste from the beans.  I think I would change it by adding a bit of vanilla, and using bittersweet chocolate, but otherwise it's great.   I'm going to keep making it for myself even though she's gone home. :-)  

Make sure the flour you use to dust the pan is gluten-free, or even better, use cocoa instead."	my mother-in-law is gluten and lactose intolerant , so i thought i 'd give this a shot on her last visit . yum ! very cakelike , good nutty texture and taste from the beans . i think i would change it by adding a bit of vanilla , and using bittersweet chocolate , but otherwise it 's great . i 'm going to keep making it for myself even though she 's gone home . :--rrb- make sure the flour you use to dust th e pan is gluten-free , or even better , use cocoa instead .	1
"Incredible! I shared this with co-workers and they loved it. The taste of gluten-free food keeps getting better and better.

Note for previous reviewer: Hershey, Reeses, & WalMart Brand chocolate chips are GF..."	incredible ! i shared this with co-workers and they loved it . the taste of gluten-free food keeps getting better and better . note for previous reviewer : hershey , reeses , & walmart brand chocolate chip s are gf ...	1
Uh, this is RIDICULOUS...  Ridiculously  fantastic!  For a point of reference, I have been buying the Trader Joe's flourless chocolate cake... this recipe is just as good if not better! I substituted 1/3C egg whites for two of the four eggs.  I also used  1/2 C milk chocolate chips and 1 C. semi sweet chips, and dusted the pan with unsweetened coco pwdr.  I have a gluten intolerance and only use Ghiradelli as Hershey's is difficult to get an answer about allergies.  Hope this is helpful.	uh , this is ridiculous ... ridiculously fantastic ! for a point of reference , i have been buying the trader joe 's flourless chocolate cake ... this recipe is just as good if not better ! i substituted 1/3 c egg whites for two of the four eggs . i also used 1/2 c milk chocolate chips and 1 c. semi sweet chips , and dusted the pan with unsweetened coco pwdr . i have a gluten intolerance and only use g hiradelli as hershey 's is difficult to get an answer about allergies . hope this is helpful .	1
This cake is the most delicious and decedent chocolate cake I have ever tasted! For all those reviewers who are giving this recipe 1/5 stars, you must NOT be following the recipe correctly.  It actually upsets me reading the negative reviews.  How is possible to be biting into a bean? You are supposed to be blending the beans into a smooth mixture via a food processor! How is it dry? The recipe calls for 4 eggs! Grainy? Again, mix via food processor to a smooth consistency and wash the beans thoroughly beforehand.  Not sweet enough or chocolately enough? Are you using the correct measuring spoons?! Anyone who follows this recipe to the exact T should be successful in making a delicious cake.  If you have a good quality food processor, a non stick baking pan, and you know how to read and follow instructions, this cake will turn out fantastic.  Good luck!	this cake is the most delicious and decedent chocolate cake i have ever tasted ! for all those reviewers who are giving this recipe 1/5 stars , you must not be following the recipe correctly . it actual ly upsets me reading the negative reviews . how is possible to be biting into a bean ? you are supposed to be blending the beans into a smooth mixture via a food processor ! how is it dry ? the recipe ca lls for 4 eggs ! grainy ? again , mix via food processor to a smooth consistency and wash the beans thoroughly beforehand . not sweet enough or chocolately enough ? are you using the correct measuring spo ons ?! anyone who follows this recipe to the exact t should be successful in making a delicious cake . if you have a good quality food processor , a non stick baking pan , and you know how to read and fo llow instructions , this cake will turn out fantastic . good luck !	1
I made this cake out of plain curiosity in my search for healthy deserts - it was so much better than i had ever imagined! Garbanzo beans...who would have thought? I covered the cake with strawberries and sifted powdered sugar - it was a hit! I think the strawberries gave the cake the sugar/sweetness that a frosting would have normally - next time i will try out different fruits :)	i made this cake out of plain curiosity in my search for healthy deserts - it was so much better than i had ever imagined ! garbanzo beans ... who would have thought ? i covered the cake with strawberries and sifted powdered sugar - it was a hit ! i think the strawberries gave the cake the sugar/sweetness that a frosting would have normally - next time i will try out different fruits :-rrb-	1
I have made the chocolate version several times and love it. Even non-Celiacs in the family love it and it is realitively healthy since there is no butter or oil in it. I have also made my own COCONUT version of this cake. To make a coconut version: 1)Omit the chocolate chips. 2)Add one can of coconut milk. 3) Add a bag of dried coconut. 3) Increase the sugar from 3/4 cup to 1 1/4 cups. 4) Add 1/4 tsp of salt. 6) 1 tsp of vanilla. 5)I like to top it with coconut frosting from the baking aisle of the store.	i have made the chocolate version several times and love it . even non-celiacs in the family love it and it is realitively healthy since there is no butter or oil in it . i have also made my own coconut version of this cake . to make a coconut version : 1 -rrb- omit the chocolate chips . 2 -rrb- add one can of coconut milk . 3 -rrb- add a bag of dried coconut . 3 -rrb- increase the sugar from 3/4 cup to 1 1/4 cups . 4 -rrb- add 1/4 tsp of salt . 6 -rrb- 1 tsp of vanilla . 5 -rrb- i like to top it with coconut frosting from the baking aisle of the store .	1
I think that my expectations were a little too high for this recipe; I have just started to try out gluten-free cooking and products.  I didn't have very high hopes for baked goods without gluten, but when I read all the great reviews for this recipe, I thought I should try it.  I followed the recipe exactly, and I felt like it was lacking something; the texture was fine, but it wasn't sweet enough or rich enough or...something.  I won't make this one again, and I'll keep looking for other recipes for gluten-free deserts.	i think that my expectations were a little too high for this recipe ; i have just started to try out gluten-free cooking and products . i did n't have very high hopes for baked goods without gluten , but when i read all the great reviews for this recipe , i thought i should try it . i followed the recipe exactly , and i felt like it was lacking something ; the texture was fine , but it was n't sweet enoug h or rich enough or ... something . i wo n't make this one again , and i 'll keep looking for other recipes for gluten-free deserts .	1
I made this recipe from Brown Eyed Baker's blog. It is fantastic.  I followed the recipe just as written on her blog and came out with a moist cupcake, slightly bitter filling, and a sweet buttercream that happily balanced out the ganache center.  I also went one step farther and mixed up a Bailey's Salted Caramel drizzle for the top and that took them over the top.  (For the drizzle, I used 1/2 cup caramel ice cream topping, a Tbsp of Bailey's, and salted it to taste. )  I'd definitely recommend making these!	i made this recipe from brown eyed baker 's blog . it is fantastic . i followed the recipe just as written on her blog and came out with a moist cupcake , slightly bitter filling , and a sweet buttercream that happily balanced out the ganache center . i also went one step farther and mixed up a bailey 's salted caramel drizzle for the top and that took them over the top . -lrb- for the drizzle , i used 1/2 c up caramel ice cream topping , a tbsp of bailey 's , and salted it to taste . -rrb- i 'd definitely recommend making these !	1
These cupcakes were great!!!! I was skeptical about the syrup part but it worked out great! It didn't harden crunchy it was smooth. These are definately sweet and I upped the anti with the booze. I found that one recipe of the icing was skimpy but two was too much. I like decorating though and used a 2D tip to ice it. They were fantastic and I got rave reviews on them.....and I am not a very proficient baker so that speaks to how easy this recipe comes together. I woke up the next day craving more!	these cupcakes were great !!!! i was skeptical about the syrup part but it worked out great ! it did n't harden crunchy it was smooth . these are definately sweet and i upped the anti with the booze . i fo und that one recipe of the icing was skimpy but two was too much . i like decorating though and used a 2 d tip to ice it . they were fantastic and i got rave reviews on them ... and i am not a very profi cient baker so that speaks to how easy this recipe comes together . i woke up the next day craving more !	1
So far folks love these...a perfect Patty's Day treat. A few notes on prep: FILLING: Melting chocolate is tricky business. Heat the cream slowly on low heat but make sure it is really simmering before adding the chocolate. If you end up with a chunky greasy mixture it means the chocolate didn't temper and you'll need to start over. FROSTING: I agree that the frosting as written isn't quite right and adding more Bailey's is not the best solution for making it fluffier. While it may seem like adding more confectioners sugar would stiffen it (like adding flour) it actually makes the frosting runnier. I increased the butter to 3/4 cup and it was perfect: both in quantity and in consistency.	so far folks love these ... a perfect patty 's day treat . a few notes on prep : filling : melting chocolate is tricky business . heat the cream slowly on low heat but make sure it is really simmering before adding the chocolate . if you end up with a chunky greasy mixture it means the chocolate did n't temper and you 'll need to start over . frosting : i agree that the frosting as written is n't quite right a nd adding more bailey 's is not the best solution for making it fluffier . while it may seem like adding more confectioners sugar would stiffen it -lrb- like adding flour -rrb- it actually makes the frosting runn ier . i increased the butter to 3/4 cup and it was perfect : both in quantity and in consistency .	1
AMAAAAAAAAZING cupcakes!!!! I skipped the filling as I had a lot of baking (and a lot of parties) to do. The cupcakes themselves were DIVINE and rich-tasting. I didn't change a thing otherwise but next time I'll make the filling and rate it even higher.:-)	amaaaaaaaazing cupcakes !!!! i skipped the filling as i had a lot of baking -lrb- and a lot of parties -rrb- to do . the cupcakes themselves were divine and rich-tasting . i did n't change a thing otherwise but nex t time i 'll make the filling and rate it even higher. :--rrb-	1
I just made these cupcakes last night and...WOW! They have been a big hit so far! I had an issue with the butter not getting fluffy enough so I added more Bailey's as mentioned in the Cook's Note and it worked great! These cupcakes are a must-try!	i just made these cupcakes last night and ... wow ! they have been a big hit so far ! i had an issue with the butter not getting fluffy enough so i added more bailey 's as mentioned in the cook 's note and it worked great ! these cupcakes are a must-try !	1
They were absolutly delicous. I also once filled cupcakes with irish cream and put chocolate one on top and my family loved it:)	they were absolutly delicous . i also once filled cupcakes with irish cream and put chocolate one on top and my family loved it :-rrb-	1
This cake is so extremely moist and the frosting is wonderful! The only thing I would add is some vanilla or other extract to the cream cheese base for the frosting to give it a little more flavor.	this cake is so extremely moist and the frosting is wonderful ! the only thing i would add is some vanilla or other extract to the cream cheese base for the frosting to give it a little more flavor .	1
Everyone always asks me to make this cake. I made a GREAT CHANGE substitute the crushed candy with Oreo cookies (half of a package) into the icing.... You're cake will be a hit!	everyone always asks me to make this cake . i made a great change substitute the crushed candy with oreo cookies -lrb- half of a package -rrb- into the icing ... . you 're cake will be a hit !	1
"This is awesome!! I used 3 9"" pans as suggested and it was great. My husband does not like nuts so I used chopped Skor bars saving a bit to sprinkle on top. Definitely will make again...and again...and again!"	this is awesome !! i used 3 9 '' pans as suggested and it was great . my husband does not like nuts so i used chopped skor bars saving a bit to sprinkle on top . definitely will make again ... and again ... an d again !	1
I've made this cake several times for baby showers and it has been a MAJOR hit every time. It is super easy and has a nice heavy texture. I've only made the cake with 9 inch pans and there was barely enough batter for 2 layers so when I needed a larger cake I just doubled the recipe. I also make sure I make the frosting at least 1 night before I serve the cake because it takes some time for the sugar to fully dissolve but it is perfect the next day. I've also used white chocolate shavings to decorate the top of the cake and it makes it really classy professional looking. No one has to know that it started as a mix!	i 've made this cake several times for baby showers and it has been a major hit every time . it is super easy and has a nice heavy texture . i 've only made the cake with 9 inch pans and there was barely enough batter for 2 layers so when i needed a larger cake i just doubled the recipe . i also make sure i make the frosting at least 1 night before i serve the cake because it takes some time for the su gar to fully dissolve but it is perfect the next day . i 've also used white chocolate shavings to decorate the top of the cake and it makes it really classy professional looking . no one has to know tha t it started as a mix !	1
Delicious cake and the frosting is amazing! I made this recipe for a friends birthday and it received rave reviews. I changed the recipe a bit because my friend requested chocolate cake with chocolate frosting. So I cut each of the three layers in half and frosted every other layer with the candy bar frosting and chocolate on the others. Then I frosted the outside of the cake with chocolate. To decorate I used hershey's hugs because of the brown and white stripes. It matched the inside and was a neat effect.	delicious cake and the frosting is amazing ! i made this recipe for a friends birthday and it received rave reviews . i changed the recipe a bit because my friend requested chocolate cake with chocolate frosting . so i cut each of the three layers in half and frosted every other layer with the candy bar frosting and chocolate on the others . then i frosted the outside of the cake with chocolate . to de corate i used hershey 's hugs because of the brown and white stripes . it matched the inside and was a neat effect .	1
This cake is very delicious. It is very easy to make and the most complicated part is the layering which is not difficult at all. I made this cake for work and received many compliments. i.e. This is the best cake I have ever tasted.	this cake is very delicious . it is very easy to make and the most complicated part is the layering which is not difficult at all . i made this cake for work and received many compliments . i.e. . this is the best cake i have ever tasted .	1
A huge hit! Made this for a birthday party and people were coming back for seconds! Frosting is awesome and the cake was so moist! I used skor bars as well and also 2 8x8 pand and it was perfect. Will make again!	a huge hit ! made this for a birthday party and people were coming back for seconds ! frosting is awesome and the cake was so moist ! i used skor bars as well and also 2 8 x8 pand and it was perfect . will make again !	1
"This is the second time I've attempted adding pudding to a cake mix...I simply don't like it. Instead of tasting light and fluffy it tastes dense and heavy. I did enjoy the concept of the candy bar cake and I liked the frosting so I'm giving it 3 stars. I made it in 3 9"" pans and then layered the frosting in between without frosting the side - so pretty when cut. Will make again but with heavy alterations."	this is the second time i 've attempted adding pudding to a cake mix ... i simply do n't like it . instead of tasting light and fluffy it tastes dense and heavy . i did enjoy the concept of the candy bar ca ke and i liked the frosting so i 'm giving it 3 stars . i made it in 3 9 '' pans and then layered the frosting in between without frosting the side - so pretty when cut . will make again but with heavy alt erations .	1
I have been wanting to try out this recipe ever since Chef John uploaded it to YouTube. I finally got around to making it a few evenings ago. This is my first time making bread and may I just say how simple it is to make! I got so excited seeing it rise in the oven... And boy, when it came out of the oven and I tried a slice (after letting it cool, of course), the flavor is unparalleled. My family and friends loved it...and with a bit of butter and jam...too delicious!! All I can say is that I won't be buying Irish soda bread from Whole Foods anymore...I'll be making my own!!! Please hurry and make this bread now! Your family and friends (as well as your own taste buds) will thank you later!	i have been wanting to try out this recipe ever since chef john uploaded it to youtube . i finally got around to making it a few evenings ago . this is my first time making bread and may i just say how simple it is to make ! i got so excited seeing it rise in the oven ... and boy , when it came out of the oven and i tried a slice -lrb- after letting it cool , of course -rrb- , the flavor is unparalleled . my family and friends loved it ... and with a bit of butter and jam ... too delicious !! all i can say is that i wo n't be buying irish soda bread from whole foods anymore ... i 'll be making my own !!! please hurry and make this bread now ! your family and friends -lrb- as well as your own taste buds -rrb- will thank you later !	1
Followed the directions exactly, and it had a great crunchy crust while remaining moist on the inside. Flavour-wise, it was the perfect balance of subtle sweetness with refreshing orange tanginess. A big hit with the fam!	followed the directions exactly , and it had a great crunchy crust while remaining moist on the inside . flavour-wise , it was the perfect balance of subtle sweetness with refreshing orange tanginess . a big hit with the fam !	1
For the all star Canada Cooks event I made Chef John's Irish Soda Bread using yogurt instead of buttermilk which made it very moist and delicious. I think this is a good bread to have at a luncheon or with tea.  If you are looking for bread sweetened without sugar this is the one to try with honey and raisins for extra sweetness.	for the all star canada cooks event i made chef john 's irish soda bread using yogurt instead of buttermilk which made it very moist and delicious . i think this is a good bread to have at a luncheon or with tea . if you are looking for bread sweetened without sugar this is the one to try with honey and raisins for extra sweetness .	1
This will be my go-to recipe for Irish Soda Bread. The orange zest is a wonderful addition! I used King Arthur's White Whole Wheat Flour in place of the all-purpose flour and it worked great.	this will be my go-to recipe for irish soda bread . the orange zest is a wonderful addition ! i used king arthur 's white whole wheat flour in place of the all-purpose flour and it worked great .	1
I've been obsessed with Irish soda bread since getting some from a local bakery around St. Patty's. This recipe was outstanding even with a few modifications. I love oats so added an extra 1/4 cup. I subtracted a 1/4 cup flour to keep the dry measures the same. I only used whole wheat flour not all-purpose for part. This created a lovely brown bread. I used fennel seeds in place of the orange zest and I highly recommend this. Finally I realized at the last moment that I didn't have parchment paper so I greased my cast iron skillet and made one large loaf. My husband and I already ate half with dinner!	i 've been obsessed with irish soda bread since getting some from a local bakery around st. patty 's . this recipe was outstanding even with a few modifications . i love oats so added an extra 1/4 cup . i subtracted a 1/4 cup flour to keep the dry measures the same . i only used whole wheat flour not all-purpose for part . this created a lovely brown bread . i used fennel seeds in place of the orange zest and i highly recommend this . finally i realized at the last moment that i did n't have parchment paper so i greased my cast iron skillet and made one large loaf . my husband and i already ate half with dinner !	1
I don't bake much, just started making a few loaves of bread this year. And I don't recall eating Irish soda bread anywhere recently so I can't compare my creation to anybody else's. That said, this recipe came out marvelously! Took a lot of work because the dough is so wet and sticky, getting it to set a little so I could handle it was a test of my patience. I didn't have buttermilk so I made my own as per Chef John's blog. But the work paid off because this is a great breakfast bread or perfect with afternoon tea/coffee. Warning; if you're late out of bed you'll likely find it already gone!	i do n't bake much , just started making a few loaves of bread this year . and i do n't recall eating irish soda bread anywhere recently so i ca n't compare my creation to anybody else 's . that said , this r ecipe came out marvelously ! took a lot of work because the dough is so wet and sticky , getting it to set a little so i could handle it was a test of my patience . i did n't have buttermilk so i made my own as per chef john 's blog . but the work paid off because this is a great breakfast bread or perfect with afternoon tea/coffee . warning ; if you 're late out of bed you 'll likely find it already gone !	1
Great flavor and it was very moist. I made exactly as the recipe stated. The video was very helpful too.	great flavor and it was very moist . i made exactly as the recipe stated . the video was very helpful too .	1
I made the recipe pretty much as written. I increased whole wheat flour to 1 cup and decreased all purpose to 2 3/4 cups. The dough was so wet and unmanageable. I had to dust frequently with flour just to get it off the kneading surface and my hands. So I probably added an extra 1/4 cup of flour. That is why it has a 3 star rating. On the upside I loved the flavor and especially the orange zest that sets it apart from other soda breads. The texture was a bit crispy on the outside and tender on the inside. I might make this again...and maybe decreased the buttermilk.	i made the recipe pretty much as written . i increased whole wheat flour to 1 cup and decreased all purpose to 2 3/4 cups . the dough was so wet and unmanageable . i had to dust frequently with flour jus t to get it off the kneading surface and my hands . so i probably added an extra 1/4 cup of flour . that is why it has a 3 star rating . on the upside i loved the flavor and especially the orange zest th at sets it apart from other soda breads . the texture was a bit crispy on the outside and tender on the inside . i might make this again ... and maybe decreased the buttermilk .	1
It was easier than I thought. My family loved it wants me to make it again.	it was easier than i thought . my family loved it wants me to make it again .	1
lots of work lots of mess I took out the cheyenne pepper and added garlic powder It tasted amazing! SOOOOO worth the work!	lots of work lots of mess i took out the cheyenne pepper and added garlic powder it tasted amazing ! sooooo worth the work !	1
I've made all 3 of Chef John's Chicken Parm's and this one is my favorite. Only change I made was to use italian seasoned panko bread crumbs which I highly recommend.	i 've made all 3 of chef john 's chicken parm 's and this one is my favorite . only change i made was to use italian seasoned panko bread crumbs which i highly recommend .	1
Best Chicken Parm I've had. I didn't mess with the recipe...imagine that:) however they list cayenne pepper as an ingredient but don't specify the measurement. I went with a pinch and didn't feel it...next time 3 pinches. Great dish but a lot of work all at once.	best chicken parm i 've had . i did n't mess with the recipe ... imagine that :-rrb- however they list cayenne pepper as an ingredient but do n't specify the measurement . i went with a pinch and did n't feel it . . . next time 3 pinches . great dish but a lot of work all at once .	1
This was the best chicken parmesan I have ever had. My wife loved it.	this was the best chicken parmesan i have ever had . my wife loved it .	1
This is a really easy and tasty. Whenever I make something new and the husband likes it he says you can make this again. He had two bites and that's what he said. Thank you again Chef John	this is a really easy and tasty . whenever i make something new and the husband likes it he says you can make this again . he had two bites and that 's what he said . thank you again chef john	1
No changes and will make it again.	no changes and will make it again .	1
So easy and so delicious! My boyfriend loves chicken parm and he was in love with this recipe. (Takes a lot to impress him) and it was a perfect amount of food.	so easy and so delicious ! my boyfriend loves chicken parm and he was in love with this recipe . -lrb- takes a lot to impress him -rrb- and it was a perfect amount of food .	1
Made it exactly as listed and it was a huge hit. Have made it a couple of times since and nobody can get enough.	made it exactly as listed and it was a huge hit . have made it a couple of times since and nobody can get enough .	1
Nope, didn't change a thing. Used my own Lodi apples for filling. Will make again. Hubby love it.	nope , did n't change a thing . used my own lodi apples for filling . will make again . hubby love it .	2
"I didn't know which recipe to choose, then I saw the author:
Chef John so as always:

5 stars .  Because Chef John's recipes are (usually) simple and (always) delicious.  

I always get great complements when I cook Chef John's recipes.  Especially the first time.  You know when you make something better than a restaurant does, I say Yes! Thank you Chef John!"	i did n't know which recipe to choose , then i saw the author : chef john so as always : 5 stars . because chef john 's recipes are -lrb- usually -rrb- simple and -lrb- always -rrb- delicious . i always get great compleme nts when i cook chef john 's recipes . especially the first time . you know when you make something better than a restaurant does , i say yes ! thank you chef john !	1
I would give this 10 stars if I could. I ve been searching for the perfect pie recipe but my search is over! Mixes easily rolls out cleanly tastes great!	i would give this 10 stars if i could . i ve been searching for the perfect pie recipe but my search is over ! mixes easily rolls out cleanly tastes great !	1
I will definitely make this crust again. I made it as directed only substituting 3T of vodka for 3 of the T of water. Just as described the crust had an amazing buttery taste and was simple to make. I was able to roll the dough out without any additional flour on my board or rolling pin. I left out one star because even though I rolled the dough a bit thinner than 1/4 inch I still did not have enough dough to make a pretty thickly crimped edge on either of the two pies I made. Next time I will make a recipe and a half to make crusts for two pies. When the recipe says it make two pie crusts I wish it would specify the size of the pie plate. I didn't think mine were that big but I guess that must be the problem.	i will definitely make this crust again . i made it as directed only substituting 3 t of vodka for 3 of the t of water . just as described the crust had an amazing buttery taste and was simple to make . i was able to roll the dough out without any additional flour on my board or rolling pin . i left out one star because even though i rolled the dough a bit thinner than 1/4 inch i still did not have eno ugh dough to make a pretty thickly crimped edge on either of the two pies i made . next time i will make a recipe and a half to make crusts for two pies . when the recipe says it make two pie crusts i w ish it would specify the size of the pie plate . i did n't think mine were that big but i guess that must be the problem .	1
What fun.. I followed the recipe and they came out so tasty.	what fun . . i followed the recipe and they came out so tasty .	1
"We used this recipe for an after-school bake club activity. Since we didn't have a food processor we used pastry cutters. Without ice we just used cold tap water. Also we didn't have time to put the dough back into the refrigerator. The apple mixture was made ahead of time and we spooned it onto our dough and followed the instructions for sealing the tarts. We used 7"" glass pie dishes ungreased and put two tarts in each dish back to back. After baking they slid out of the dishes just fine. Oh what a lovely taste! I am officially abandoning my grandmother's excellent pastry recipe for this one instead."	we used this recipe for an after-school bake club activity . since we did n't have a food processor we used pastry cutters . without ice we just used cold tap water . also we did n't have time to put the d ough back into the refrigerator . the apple mixture was made ahead of time and we spooned it onto our dough and followed the instructions for sealing the tarts . we used 7 '' glass pie dishes ungreased an d put two tarts in each dish back to back . after baking they slid out of the dishes just fine . oh what a lovely taste ! i am officially abandoning my grandmother 's excellent pastry recipe for this one instead .	1
Easy and quick	easy and quick	1
Made as is and will make it again!	made as is and will make it again !	1
I have always made pie crust with half shortening/half butter but after trying this dough I'm making this my go-to recipe! I think the technique of using the food processor is what makes it easy and delicious. I've only previously tried to incorporate butter by hand. Oh and I was too impatient to have the dough sit in the refrigerator after mixing it but it didn't seem to matter. It was easy to roll and put in the dish immediately after mixing. Oh and it was semi-crispy and delicious in the end!	i have always made pie crust with half shortening/half butter but after trying this dough i 'm making this my go-to recipe ! i think the technique of using the food processor is what makes it easy and d elicious . i 've only previously tried to incorporate butter by hand . oh and i was too impatient to have the dough sit in the refrigerator after mixing it but it did n't seem to matter . it was easy to ro ll and put in the dish immediately after mixing . oh and it was semi-crispy and delicious in the end !	1
